@56667  = ~我不干。~
@60871  = ~这柄战戟是由崇拜安博里女神的教派所打造而成，它用来强化教团中某位英勇战士的力量，好从风暴号角山脉的火巨人手中夺回一项神器。尽管他们对于该名英雄寄予厚望，但是不幸的，波涛战戟却从此一去不回。

数据资料：

战斗能力：
-15%概率吸取目标体内的水份（+15寒冷伤害）
-直接杀死火元素、火巨灵、火蜥蜴

零级命中值：+4
伤害：1d10+4（穿刺或挥砍，取最佳效果）
使用速度：5
武器特长类别：戟
使用类别：双手
需求：
力量13

重量：12~
@60872  = ~这根长柄属于一根戟所有，只缺少刃的部分。它以闪亮的海蓝宝石制成，杆上刻有水纹。

数据资料：

重量：8~
@60873  = ~这片水晶般的刃是一把战戟的一部分，但却缺少了戟杆。尽管没有碰到水，摸起来依旧会有水润的感觉，显然有魔法附着在上面。

数据资料：

重量：5~
@60874  = ~这片长长的剑刃是纯银所制，却闪烁着一股黑暗的能量。这是一把大型武器的一部分，仅仅缺少了剑柄。

数据资料：

重量：3~
@60875  = ~这是一把双手剑的剑柄，显然是由纯银制作，并且散发出阴冷的能量。找到剑刃，武器就可能被重铸。

数据资料：

重量：2~
@60876  = ~小布说我不该怪罪自己，但是他是个苍鼠，根本不在意荣誉。~
@60877  = ~这把钉头锤是为了一个非常特定的目的而造：杀掉不死生物。这类的生物被它击中时，不但会感受到武器的威力，而且有可能会被完全根除。据说有一位极为神圣的祭司，只要轻轻一碰，就可以让吸血鬼飞灰烟灭，但是是这把武器使她获得这种力量，还是她使武器获得力量，则是神学上的议题。
现在这把钉头锤上覆以伊利希银，更具威力，使它的使用者无惧于较强大之不死怪物吸取生命的力量。

数据资料：

装备能力：
-免疫等级吸取

战斗能力：
-不死生物必须以-4不利通过对死亡的豁免检定，否则被彻底摧毁

零级命中值：+2（攻击视为+5武器）
伤害：1d6+3，对不死生物2d6+4
使用速度：6
武器特长类别：钉头锤
使用类别：单手
需求：
力量10

重量：8~
@60878  = ~魔法师~
@60879  = ~这显然是一本法术书，但是除非你知道它的真正名字，否则无法打开它。你必须先鉴识它。

数据资料：

重量：6~
@60880  = ~事实上，改变并不多，明斯克很高兴。~
@60881  = ~或许我亲爱的小布也是……~
@60882  = ~还有一把好剑……~
@60883  = ~喔！还有偶尔要打磨一下，我是指铠甲，你知道的。~
@60884  = ~我和影贼的关系只跟我有关，和你没有任何关系。~
@60885  = ~冰尘药水~
@60886  = ~喝下这瓶药剂的人会向前方射出一道飞舞的冰雪，形成一层光尘薄冰并保护作用区域内的所有人不受火焰伤害。这种药剂是为了反制火球术和类似法术而制的。

数据资料：

充能能力：
-在一轮之内保护作用区域内的所有人不受火焰伤害
	有效距离：0
	影响范围：半径15呎
	
重量：1~
@60887  = ~当然，虽然这其实是骄傲的问题，而非仁慈与否的问题－－恐怕这也是我的失败之处。~
@60888  = ~至热之心骑士团是安姆最显扬的骑士团之一，它尊崇的不只是杰出勇武的服务，也重视岁月所带来的智慧与磨练。~
@60889  = ~事实上，我必须跟洁斯堤女士谈谈。~
@60890  = ~哼。嗯，如果你愿意的话，你可以和洁斯堤女士谈，但是如果她决定把你赶出来，我一定会叫警卫来帮忙。~
@60891  = ~我跟你一样都不喜欢这趟旅程，所以我不会逼你，但是我也不能离开。可是在我们过去之前，我都无法安心。~
@60892  = ~如果你愿意，德尔明，你可以把这道讯息带回你所来的地方，就说“竖琴手贾希拉”已经死了。~
@60893  = ~也许我们会再相遇，但是我并不期待！~
@60894  = ~艾黎，你还年轻……你很快就会明白。~
@60895  = ~我……很抱歉。我并不想打扰你，我梦到我们被攻击，那是一场很久以前已经打赢的战斗，但是完全不同。~
@60896  = ~啊，我明白。我们大部分都会倾向均衡，要偏往某一边是要费力的。~
@60897  = ~他没执着在什么事上，我希望我也没有。不知道……~
@60898  = ~泰斯尔的王室因杀戮而衰亡，七位公主更在同一晚殒命。~
@60899  = ~你好，死亡对决的参赛者。对在这里的所有人而言，当你们在这个房间里时，你们无法攻击或施法。~
@60900  = ~这项比赛的目标是从我们下方的地下城中取回三颗死亡对决盗贼之石。它们被藏在随机选定的容器里。~
@60901  = ~当你们在我们下方的地下城里时，你们可以使用任何形式的攻击，从参赛者的手中取得盗贼之石。~
@60902  = ~当你被杀时，你会在这一层里再生，好让竞赛可以继续。贝森可以让你们休息及记忆法术，以及医治你们。~
@60903  = ~~
@60904  = ~你必须走近一点，才能查看门板。~
@60905  = ~你没有拿到全部三颗盗贼之石。等你拿到那三颗石头时再回来。~
@60906  = ~不用谢我，奴隶。我要帮雷提南宰了你，这工作的报酬还算不赖。~
@60907  = ~你赢了！！！~
@60908  = ~雷提南要我杀了你，而我也同意了，但这只是我为了骗到钥匙的诡计。你现在自由了，韩达克，去报仇吧。~
@60909  = ~雷提南要杀了你，而我也同意了，但是这只是为了拿到钥匙而已。你自由了韩达克。~
@60910  = ~现在我要永久地摧毁你的敌人。~
@60911  = ~现在我要永久地摧毁你的敌人。~
@60912  = ~现在我要永久地摧毁你的敌人。~
@60913  = ~现在我要永久地摧毁你的敌人。~
@60914  = ~现在我要永久地摧毁你的敌人。~
@60915  = ~现在我要永久地摧毁你的敌人。~
@60916  = ~是自然，尽管我想我们并非生下来就适得其所。如果你是，我会欣然帮助我竖琴手的同胞。~
@60917  = ~那个叫做娜里亚的女孩就在铜冠酒店里面，她说自己的领地遭到异族入侵。像你这么强壮的战士，或许可以派上用场。那么，你是否要我带你去铜冠酒店？~
@60918  = ~好啊，我想知道这位娜里亚小姐遇到什么麻烦。~
@60919  = ~我自己来就行了。~
@60920  = ~大桥区有个叫做五酒壶旅店的地方，它的地下室有间剧场。你是个吟游诗人，对吧？或许你应该到那里去试试看。你是否要我带你到贫民区的出口处？~
@60921  = ~好哇，我想到五酒壶旅店试看看，顺便欣赏表演。~
@60922  = ~我自己来就行了。~
@60923  = ~好吧，那么……务必跟紧一点，我可没时间停下来等你们。~
@60924  = ~你好，<GABBER>。很高兴能再见到你。葬礼很可怕！~
@60925  = ~但你似乎总是想用一些不着边际的污辱来吸引我的注意。我没说错吧。~
@60926  = ~我不想跟你讨论下去了，基于对你的……呃……什么东东的尊重？喔，对了，你的小棒子。~
@60927  = ~我会在树林等你，我已经在你的地图上标好位置了。不要耽搁，我们的工作很困难，而且时间不多。~
@60928  = ~我们在最好的情况下分手，我以为那是很好的情况。如果我错了，我会弥补。来，我必须找到我的老家。~
@60929  = ~天空燃着震怒与火焰，直到国王的手将它自天空射落。他望见了伤疤脆弱的下腹，他望见了穿越火焰的道路。~
@60930  = ~火焰带走了领袖，因为其他人无法见其所见。要是其他人也有同吾王一般的眼睛。~
@60931  = ~英雄逝去，死亡亦有其美感；死亡必有其美感，令他人继续生命。死亡……有个面具让其他人看见。死亡……~
@60932  = ~也许挑剔的太阳会选择延长你的湿气，但是我没有资格决定。~
@60933  = ~急着想要你的血的蒙面法师似乎有点好笑，一副索求无度、目中无人的模样。还好你还活着可以告诉他这关于剩下的这一个，是吧？~
@60934  = ~也许你们认为我不知道这会有什么后果，但是你们错了。我不会站在这里一直让你们抱怨。你们给我走开。~
@60935  = ~更有用？开垦过的土地的确可以在短期内增加生产，但长期来说，野生荒地可以满足更多的生物。~
@60936  = ~有充分的理由，许多德鲁伊不会同意你的说法。自然是一切的母亲，让她局限于花园和农庄是不会达到平衡的。~
@60937  = ~我知道，虽然不是最好，但也不能挑剔了。~
@60938  = ~我没有立场批评，你必须找到自己的平衡。不过，当你犹豫不决时，请务必想想自己的伟大使命。~
@60939  = ~他们会想打猎，而打猎得用到鱼。资源有限，适度是非常重要的。学着利用现有的事物吧。~
@60940  = ~在商店里购买物品时，你可以在物品上按两下鼠标键，以购买多份物品。~
@60941  = ~伊赛亚·罗诺尔在那里……我的父亲帮我订亲的那个人。他似乎决心要强迫我履行婚约，即使我拒绝跟他有任何关系。~
@60942  = ~伊赛亚有……有关系，他是警卫的重要成员。我想他认为我威胁了他的名声，他可能会采取剧烈的手段！这太可怕了！~
@60943  = ~我能不能再和你一起旅行？我会觉得安全一点……反正这里也没有留下什么东西。你觉得呢？~
@60944  = ~当然，来吧。~
@60945  = ~抱歉，娜里亚……你必须自己找出路。~
@60946  = ~算了！如果不是跟你一起，就是跟别人，我不会担心！~
@60947  = ~那好多了。我们离开这里吧……我离罗诺尔家族越远，我就越高兴！~
@60948  = ~我想你是对的。但是我怀疑我很快就会远离这个地方。我不认为伊赛亚会到贫民区去找我。也许我们会再见面？~
@60949  = ~所有自然的子民都和她处于某种和谐的状态。你并非全然不和谐，但却有些格格不入。~
@60950  = ~这和人格高尚无关。有些神秘难解的事。你可以让花豹远离丛林，但却除不去他身上的斑纹。~
@60951  = ~呃，我不会在这里等着看罗诺尔家族怎么对付我。随你吧……如果我够幸运的话，我们不会再碰面了！~
@60952  = ~我不是要指控你，只是想知道你为何和常人不同。我没有往坏的方向想，但你不情愿的反应却让我更担心了。~
@60953  = ~我的使命感要我追根究底。不这样，我就会感到茫然。你已经证明自己并没有危险性，但也许我还不了解你的真正能力。~
@60954  = ~嗯，的确是令人不安的身世，但这不会改变我们的关系。我仍然是瑟恩，你仍然是<CHARNAME>。~
@60955  = ~虽然创造你的神祉已经死去，但从你的言行可以知道，你仍然在意自己的身世。我对你的态度不会有所改变。~
@60956  = ~不，不，我不是说我们应该随意放松。动物并不恶心或鲁莽，他们是很宁静的。~
@60957  = ~那会让新的树与植物生长，使新生的鹿有食物吃。这其中隐含了平衡与满足。~
@60958  = ~你是某种牧师之类的，对吧？嗯，听说神庙区的教派遇到一些问题，或许你对这类的事情会感兴趣。如果你想要的话，我可以带你们到贫民区的出口处。~
@60959  = ~好哇，我想知道神庙区发生了什么事情。~
@60960  = ~我自己来就行了。~
@60961  = ~老实说，我希望你能带我到离这里最近的酒馆。~
@60962  = ~老实说，我希望你能带我到离这里最近的酒馆。~
@60963  = ~影贼正在找寻像你们这样的人提供帮助，但我对细节不是很清楚……如果你能到码头区的话，相信一定能明了整个状况。如果你想要的话，我可以带你们到贫民区的出口处。~
@60964  = ~好哇，那我就到码头区探个究竟。~
@60965  = ~老实说，我希望你能带我到离这里最近的酒馆。~
@60966  = ~不必，我自己来就行了。~
@60967  = ~我听说有个孩子在行政区闲逛……他说某个山丘上的村落正遭到怪物屠杀。既然……你是个游侠，不妨就到那附近的森林去查个究竟吧。要我带你们到贫民区的出口处吗？~
@60968  = ~好哇，我想先找到那个孩子，听听他说些什么。~
@60969  = ~老实说，我希望你能带我到离这里最近的酒馆。~
@60970  = ~不用，我自己来就行了。~
@60971  = ~你是个高贵的人，对吧？嗯……我听说有个富有的家伙打算雇用像你这样的英雄，帮他消灭在他领地内肆虐的怪物。那人就在铜冠酒店，好像叫做吉尔丹爵士。如果你想要的话，我可以带你们到那里去。~
@60972  = ~好哇，我想知道这个吉尔丹爵士说些什么。~
@60973  = ~不用，我自己来就行了。~
@60974  = ~你是法师，对吧？嗯……我的兄弟告诉我，行政区有个叫做马汀的家伙……他为蒙面法师工作，找他问问看，或许有什么工作机会也说不定。如果你有兴趣去看看的话，我可以带你们到贫民区的出口处。~
@60975  = ~好哇，我要到行政区去找这个马汀谈谈看。~
@60976  = ~老实说，我希望你能带我到离这里最近的酒馆。~
@60977  = ~不用，我自己来就行了。~
@60978  = ~城门区有个叫做弗莱迪恩的家伙……听说他跟动物……或德鲁伊之间出了一点问题，或许你可以帮得上忙。如果你想要的话，我可以带你们到贫民区的出口处。~
@60979  = ~好哇，我想跟这个叫弗莱迪恩的人谈一谈。~
@60980  = ~不用，我自己来就行了。~
@60981  = ~你是否会制作任何特殊的武器？~
@60982  = ~马赫自己没有打造武器的本事。不过，城里有个叫做克伦威尔的矮人铁匠，具有这样的技巧。~
@60983  = ~那个矮人的名字叫做克伦威伦，他的店铺就在城里的码头区。~
@60984  = ~<LADYLORD>，我告诉你一件事情……我能够制作最精良的魔法号角，那个矮人根本不懂这项技艺。~
@60985  = ~嗯……我看到您的手上有支银号角。如果您有一枚钻石，只要一枚钻石，我就能提升这支号角的威力。~
@60986  = ~看我扯东扯西的，话似乎太多了。或许，您想看看我的武器存货吧？~
@60987  = ~当然，让我看看你有什么东西。~
@60988  = ~不了，我没兴趣。~
@60989  = ~嗯……我看到您的手上有支铜号角，真是个很棒的乐器。如果有一枚贝裘里宝石，只要一枚这种宝石，我就能提升这支号角的威力。~
@60990  = ~我看到您的手上有支银号角，嗯……还有一枚钻石！如果您愿意的话，只要2000枚金币，我就能打造出一支更具威力的乐器！~
@60991  = ~如果你能够让这支银号角更具威力的话，花这些钱是值得的。~
@60992  = ~不，我现在没有兴趣。~
@60993  = ~好吧。我的家传技艺……呃……还有您手上那支铜号角。如果您能够找到一枚贝裘里宝石的话，我就能为号角升级。算了，把号角拿回去吧。~
@60994  = ~如果您打算这么做，我也没有意见。就算您无意提升它的效能，它仍然是支很棒的号角。~
@60995  = ~嗯……我看到您的手上有支铜号角，还有一枚贝裘里宝石！只要5000枚金币，我就能为您打造出一支最优秀的乐器！~
@60996  = ~好，这交易听起来不错。~
@60997  = ~不，我没兴趣。~
@60998  = ~喔，好吧……我家传的魔法，可以将这支优秀的号角变成最棒的铁号角，这种机会很难得……拿去吧，要好好使用它。~
@60999  = ~你卖的武器有哪些种类？~
@61000  = ~不，我不需要任何东西。~
@61001  = ~随你的意，<LADYLORD>。~
@61002  = ~不过……拥有敏锐视力的狗对我没什么用处，所以请你帮我们注意前方吧。~
@61003  = ~还有件事，<CHARNAME>，你想要控制公会了吗？有些人很适合管理公会，你想试试吗？~
@61004  = ~又有机会让我管公会了？~
@61005  = ~不，我不想。~
@61006  = ~不，<CHARNAME>。你与我对时间的观念不同，而且听我把话说完又不会要你的命。~
@61007  = ~呵，瓦里格！这些是你的朋友吗？也许，你不需要我们的帮助？~
@61008  = ~不，德瑞克，这样很好。谢谢你的协助，你和其他的游侠朋友们过去几周来已帮了我很大的忙。~
@61009  = ~随你的意思，朋友。如果你需要我们的帮助，我们就在这里不远处。~
@61010  = ~退后，<MANWOMAN>。我只是来确认没什么事，懂吗？~
@61011  = ~我们单靠自己是走不远的，这里有人会加入我们吗？~
@61012  = ~明斯克与贾希拉就在我们的东北方，跟你一样被关在牢笼里。我们应该先把他们救出来，然后去找一些装备。~
@61013  = ~不，怎么会这样！杀死戴娜黑的凶手竟然逃离我们正义的制裁，而且还把爱蒙给抓走了！~
@61014  = ~我们必须采取行动，<CHARNAME>！我们必须找出这个邪恶的法师！诸神都在叫喊，要我们这么做！连小布都在叫，只是它叫得没那么大声而已。~
@61015  = ~艾瑞尼卡斯居然会自行离开，这让我觉得很奇怪。而且他明明对<CHARNAME>很感兴趣，为何反而把爱蒙给抓走？难道他是要我们追上去吗？~
@61016  = ~我们凡事都必须小心。毕竟，我们对他了解太少，也不知道他在对抗何人，更不知是何人把他带走，甚至连自己在哪儿都不清楚。总之，我们似乎已被卷入一场阴谋之中。~
@61017  = ~不，我们必须尽快救出爱蒙！那个法师现在可能正邪恶地瞪着她！~
@61018  = ~别傻了，明斯克。我们在采取任何行动之前，必须先弄清楚敌人的底细及危险的程度。~
@61019  = ~贾希拉说得对，我的大朋友。那个法师显然很有本事，我们恐怕不是他的对手。或许我们应该先在这里找些盟友协助。~
@61020  = ~这个法师居然会停止战斗，真是奇怪……而更奇怪的是，<CHARNAME>，他竟然要求将你的年轻伙伴一起带走，而不是抓走你。~
@61021  = ~显然这里发生了许多令人无法理解的事情，我们必须理出头绪，找出这些事情背后隐藏的东西……以及你们会牵涉其中的原因。~
@61022  = ~<CHARNAME>，我想这位德鲁伊朋友说得对。依我看，我们恐怕不是这个法师的对手。或许我们可以在这里找到盟友，弄不好有人能解释你们为何会牵涉其中。~
@61023  = ~<CHARNAME>，虽然我没有你那位大朋友的热情，但我也认为我们必须赶快移动，以免遭到危险。~
@61024  = ~我们对这个法师一无所知，也不知道他在对抗什么人，双方交战的原因也不晓得，甚至连你们为何牵涉其中也搞不清楚。<CHARNAME>，你需要先找盟友帮助。~
@61025  = ~这名仆人只听从<CHARNAME>的命令。~
