@37540  = ~I would like you to join us again, Haer'Dalis.《我希望你再加入我們，海爾達利。》~
@38141  = ~Look, I don't care about your "feelings." I just want to know if I can leave. I'm sick of this place. Now make up your mind; do I go downstairs or do I not?《聽好，我根本不在乎你的「感覺」，我只想知道我可不可以離開。我已經受夠了這個地方。快點下定決心；我到底要不要下樓？》~
@38142  = ~I have no interest in fighting these ogrons, Minister.《村長，我不想和魔獸人作戰。》~
@38143  = ~I'm sure Madulf can handle himself. I'm not needed here.《我相信馬道夫可以應付這個狀況。不需要我插手。》~
@38144  = ~Very well, Minister... I will help, if I can.《好，村長……我會盡力幫忙。》~
@38145  = ~But... but <CHARNAME>, there is a boy whose life is in danger! And you are a ranger, are you not? How can you abandon us like this?《但是……有個男孩生命垂危！你不是遊俠嗎？你怎麼可以不管我們的安危呢？》~
@38146  = ~That's tough, isn't it? I'll be on my way.《不容易，對吧？我馬上出發。》~
@38147  = ~*sigh* Very well, then... I'll see what I can do.《（唉）好吧……我看我能做些什麼。》~
@38148  = ~Of course you are right, Minister. I apologize. I will help, if I can.《村長，你說的對。我道歉。我會盡力幫忙。》~
@38149  = ~I... I do not believe he can, <CHARNAME>. Please... a boy is in danger, and the ogre must not die for helping us. You are a ranger... will you not aid us?《我……我不相信他辦的到。求求你……那個男孩的處境堪慮，而那個食人魔不應該因為幫助我們，而遭到生命威脅。你是遊俠啊……你不是該幫我們嗎？》~
@38150  = ~Sorry, no can do.《對不起，幫不上忙。》~
@38151  = ~Very well. I'll see what I can do.《好，我會盡力幫忙。》~
@38152  = ~Sorry, I have no interest in fighting ogrons, Minister.《抱歉，村長，我不想和魔獸人作戰。》~
@38153  = ~I'm not about to rescue an ogre, Minister. Let him deal with it himself.《村長，我不想去救一個食人魔。他自己會處理這件事。》~
@38154  = ~Very well... I will help, if I can.《好，能幫我就幫。》~
@38155  = ~But the ogre is in danger, <CHARNAME>... and he fought valiantly to aid us! You... you are a ranger? Have you less honor than an ogre? Will you not help us?《可是食人魔有危險……他曾經勇敢的為我們作戰！你是遊俠吧？難道你的榮譽感比不上食人魔嗎？你到底要不要幫忙？》~
@38156  = ~Yes, I am sure it is safe for you to go.《對，我想你應該可以安全離開了。》~
@38157  = ~No, wait here a moment more.《不，再等一下子。》~
@38158  = ~Yes, I am sure it is safe for you to go.《對，我想你應該可以安全離開了。》~
@38159  = ~No, wait here a moment more.《不，再等一下子。》~
@38160  = ~Very well, Minister... I will see what I can do.《好，村長，我會盡力幫忙。》~
@38161  = ~Of course you are right, Minister... I apologize. I will help, if I can.《你是對的，鎮長……我道歉。我會盡力幫忙。》~
@38162  = ~Fine! Just you be quick about it! I want to get out of here!《好吧！你只要給我快一點！我迫不及待想離開這地方！》~
@38163  = ~Sorry, I have better things to do.《對不起，我還有更重要的事要做。》~
@38164  = ~Well? What's the hold up?!《怎麼？什麼事情又耽擱了？！》~
@38165  = ~I am sorry for the delay. It is safe for you to go now.《抱歉耽擱了這麼久，我想你應該可以安全離開了。》~
@38166  = ~The cave is on the north side of the river, <CHARNAME>, not far to the northwest of here... you will find the ogrons there. Go quickly!《洞穴在河的北邊，由這裡朝西北走，不會很遠……你會看到魔獸人。祝你好運！》~
@38167  = ~I cannot let you go while I am still unsure. I am sorry.《在我還不能百分之百確定的狀況下，我不能夠讓你離開。真的很抱歉。》~
@38168  = ~Shadow Thief《影賊》~
@38169  = ~Brunson《布魯森》~
@38170  = ~I killed the bastard. There was something wrong about this, I just know it.《我殺了那個混帳。我就是知道，那傢伙有點不對勁。》~
@38171  = ~We are more than grateful for your handling of the ogrons, my <PRO_LADYLORD> ranger. No doubt they will think twice before coming again. I commend you, truly.《感謝你替我們處理魔獸人的事，謝謝你，遊俠。看來他們不會輕易再來攻擊我們了。我真誠的讚揚你勇敢的行為。》~
@38172  = ~I had to kill him. I am certain that the situation was still unsafe. I did not trust him.《我被迫得要殺了他。我相信現在的狀況還是很不安全，我並不相信他。》~
@38173  = ~<CHARNAME>, we are in dire straits. Umar—or someone claiming to be her—has returned. She came several days ago, ordering all the villagers to leave at once.《我們的處境很艱險。烏瑪，或是一個聲稱是她的人，回來了。幾天前她有過來，命令所有村民立刻離開。》~
@38174  = ~We were unsure what to do. This... this sorceress shot great balls of black flame from her hands, my <PRO_LADYLORD>... and summoned demons to stand at her side.《我們簡直不知道該怎麼辦。那……那女巫從她的手中射出一團燃燒黑焰的巨大火球呀，<PRO_LADYLORD>……她還召喚出一頭惡魔來站在她身邊。》~
@38175  = ~What? That was your solution? You had better hope you are right, because if you aren't, you are going to be in sooo much trouble. 《什麼？這就是你的解決辦法？你最好趕緊祈禱你沒有殺錯人，要是你殺錯了人，你馬上就會有大～麻煩了。》~
@38176  = ~Everyone was so frightened... This Umar then shouted with a great booming voice, saying she was reclaiming her land and that we were trespassers...《大家都嚇壞了……烏瑪用很大聲的聲音，說她要收回她的土地，說我們是入侵者。》~
@38177  = ~She has given us only a few days, my <PRO_LADYLORD>. A few days to leave forever, or she will kill us. You... you will help us, yes?《她給我們幾天的時間。再過幾天，我們就得永遠離開這片土地，否則她會殺死我們。你能幫我們嗎？》~
@38178  = ~Be that as it may, you are still safest staying here. My relief will arrive soon.《儘管如此，你還是待在這裡最安全。我的接班人很快就會過來。》~
@38179  = ~I did what was best. I know this in my heart. I am certain. Stay here while I report of this.《我已經盡全力了。我內心可以感覺得到，我非常確信。留在這邊不要走，我得去報告這件事。》~
@38180  = ~Sorry, Minister, but this isn't my fight.《抱歉，村長，可是這不是我的戰鬥。》~
@38181  = ~What kind of reward might I be looking at for this?《幫你們除非女巫我能得到什麼好處？》~
@38182  = ~*sigh* I wonder how long I'll have to live like this? Well... all the assassins are dead now, no matter what you've done. I know how they work. You should probably go back to the Order and report this... I'd rather be alone.《（歎氣）這種日子我到底還要過多久？好吧……不論你幹了什麼好事，現在所有的刺客都死了。我知道他們運作的模式，你現在應該回去向騎士團報告這件事……我寧可一個人獨處。》~
@38183  = ~I'll do what I can... where can this supposed "Umar" be found?《我會盡我所能……哪裡可以找到烏瑪？》~
@38184  = ~But you are a ranger, <CHARNAME>... you are our protector. How can you abandon us now? We cannot fight a force such as this!《你不是遊俠嗎？是保護我們的人啊。你怎麼可以拋棄我們呢？我們沒辦法處理這樣的危機啊！》~
@38185  = ~I cannot keep coming to your rescue, Minister. You'll just have to deal with it.《村長，我不能老是待在這裡拯救你們。你得想辦法自己解決。》~
@38186  = ~Well, I might change my mind with a reward...《唔，有報酬的話，也許我會改變主意……》~
@38187  = ~You are right, Minister. I will help, of course. Where can I find this sorceress?《你說的對，村長。我會盡力幫忙。哪裡可以找到這個女巫？》~
@38188  = ~A... a reward? Did you become a ranger to become rich, <CHARNAME>? You have a duty! Will you abandon us now and leave us to face this witch?《報酬？你當遊俠的目的是想要發財嗎？你是有職責在身的呀！你想要拋棄我們，讓我們獨自面對這個女巫嗎？》~
@38189  = ~I will, unless you can cough up some kind of reward.《拿不出報酬的話，我就袖手旁觀。》~
@38190  = ~I suppose you're right... I'll see what I can do. Where is this "Umar"?《我想，你說的對。我會盡力幫忙。哪裡可以找到烏瑪？》~
@38191  = ~Of course not... I'm sorry, Minister. Where can I find this sorceress?《對不起，村長。哪裡可以找到這裡女巫？》~
@38192  = ~Shepherds followed her to the lands in the west. She... went into the dungeon where you found the Shade Lord. That is where you should start.《牧羊人跟蹤她走到西邊的土地。她走進影之王的地穴。你應該可以從那裡開始。》~
@38193  = ~I am grateful for your aid, <CHARNAME>... I trust the gods will look out for you... and Imnesvale... once again.《我很感激你的援助……我相信神會保佑你……也保佑伊涅維爾。》~
@38194  = ~Sure, sure. My father was certain too that his enemies wouldn't stoop to this. Well, whatever. I know how these assassins work... they're not coming back. Go back to the Order and report whatever you have to. I will be fine.《當然，當然。我父親也是很確信，他的敵人不會這樣屈服。算了，我知道這些殺手們工作的模式……他們現在不會再來了。回到騎士團去隨便你高興報告什麼，我不會有事的。》~
