// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@1913   = ~Yes, we should get going. You will accompany me to see Lissa?~
@1914   = ~I cannot come with you. Perhaps we could meet at some later time.~
@1915   = ~~
@1916   = ~Yes, I will accompany you.~
@1917   = ~Could you tell me about Lissa again?~
@1918   = ~I had asked Lissa to marry me and she had agreed. We were to be married at the midsummer's festival the following year. That was before she'd met Vaelag. Like most men, he took a liking to her immediately. ~
@1919   = ~We should make our way to my home in Athkatla with some haste. I'm worried about Lissa. It is a squat tower on the east side. You can't miss it.~
@1920   = ~He swept her off her feet. He showered her with gifts and city cultural events. At the time, my bitterness had me believe that he cast some sort of spell on her. In retrospect, knowing what I do about magic, she chose him of her own volition. She was pregnant shortly afterwards and they were married. ~
@1921   = ~I would have given her that world, had I been able. I don't really believe it matters anymore. I just want her to be happy. Vaelag is a petty and cruel man, but she loved him more than she loved me. There's nothing else to tell. If you're ready, I'd like to get to my home in Athkatla now.~
@1922   = ~We shall get there as soon as possible.~
@1923   = ~~
@1924   = ~~
@1925   = ~~
@1926   = ~I cannot come with you. Perhaps we could meet at some later time.~
@1927   = ~Wee ones, I'm home!~ [JANJAN69]
@1928   = ~Calmly, little ones. I've brought you each a Flasher.~
@1929   = ~Those are the twins, of course. The girl is Tat, the boy is Tot. They are my youngest cousin's. Glandig's children. ~
@1930   = ~Where is this Glandig?~
@1931   = ~I don't wish to rush your family reunion, but perhaps we should look for Lissa and find out what this is all about.~
@1932   = ~Your family is annoying. I'm leaving.~
@1933   = ~He's most likely working in the mines. My mother watches his children when he's away. They're actually quite impoverished since his wife died.~
@1934   = ~~
@1935   = ~~
@1936   = ~~
@1937   = ~I agree. Follow me. I must speak with my mother.~
@1938   = ~I have no need for you, <CHARNAME>. It was not necessary to insult my family. Please leave this house.~
@1939   = ~These tales are best kept for another time. Follow me. I must speak with my mother.~
@1940   = ~Jan! Did ya bring me some candy?~
@1941   = ~It's my cat, stupid! I get to flash him.~
@1942   = ~Mommy! Jan's back!~
@1943   = ~I wanna use it right now! Where's the cat?~
@1944   = ~Ye're really, really ugly.~
@1945   = ~Leave my kitty alone!~
@1946   = ~I wasn't going to touch your cat.~
@1947   = ~Shut up! I saw you looking at her.~
@1948   = ~What will you do if I do touch your cat?~
@1949   = ~I'll bite your kneecaps!~
@1950   = ~I'm sorry, Ma. The turnip trade is a demanding mistress.~
@1951   = ~Of course not, Ma. I've been very good. Why, look at the fine bunch of people I'm traveling with!~
@1952   = ~What's going on, Ma? Beeloo made it sound quite urgent. ~
@1953   = ~Is she all right? Did he... did he hurt her?~
@1954   = ~Okay, Ma. I'll head upstairs immediately. <CHARNAME>, please come with me.~
@1955   = ~It is good to see you, Jan. You don't stop to see your old mother anymore. I have to send your no-good cousins out to find you.~
@1956   = ~Not so demanding as your own mother, boy. You've been in trouble, I suppose.~
@1957   = ~Hmph! If you say so.~
@1958   = ~Lissa has been staying with us for a while. Her daughter, too. We just thought that you might want to know. She does seem to need your help, with her parents passed on and all.~
@1959   = ~Lissa's not hurt. It's the little girl. I gave them your old room. The girl is sick and Lissa is with her. Why don't you go and talk to her? She's been waiting for you.~
@1960   = ~Oh, Jan! I've missed you. I wish I'd known you were coming today. I would have prepared a meal for you and your companions. I'm an awful mess.~
@1961   = ~I missed you, Jan. You disappeared for a long time after the wedding, and when you returned, I hardly saw you at all. You should've come to visit me, Jan.~
@1962   = ~I'm sorry, Jan. I've been terrible to you. Everything has come crashing down on me. Please forgive me, Jan.~
@1963   = ~She's hurt, Jan. I don't know what's wrong with her. She just lies in bed staring at the wall. Won't even eat. Please heal her, Jan. She's just a little girl.~
@1964   = ~It started a few months ago, before it ended with Vaelag. He was always a cruel father, and hard on Jaella. He beat her if she did anything he didn't like. ~
@1965   = ~I don't know, Jan. Can you help her?~
@1966   = ~Yes, but he told me that you could help.~
@1967   = ~You look fine, Lis. You look beautiful. ~
@1968   = ~I couldn't, Lis. I mean, I didn't want to intrude on you and Vaelag. It wasn't my place to.~
@1969   = ~You don't have to apologize, Lis. I would do anything to make you happy. Tell me what happened. What's wrong with your daughter?~
@1970   = ~When did this start?~
@1971   = ~Did this happen after that bastard beat her?~
@1972   = ~She isn't physically harmed, Lis. It is her mind that has been injured. My magic can do nothing for this sort of thing. Have you spoken with Uncle Gerhardt?~
@1973   = ~Excuse me, Lis. <CHARNAME>, could you go to the basement and speak with my uncle Gerhardt? Maybe find out what he knows about this illness. He's a bit eccentric, but he knows more than he lets on. I'd guess that we have ten days before Jaella will die.~
@1974   = ~Thank you. I'll stay here with Lissa. I have to... it's hard to explain.~
@1975   = ~If that's the case, I'd rather you leave now. I have a lot of things to take care of, and I doubt that I'll be able to rejoin you for a week or two. ~
@1976   = ~I've served you well during my time with your party. What I ask of you is a small thing. You should think you'd be less of an ogre about it. Actually, I've known several ogres who are nicer than you are. Leave now and return only to apologize.~
@1977   = ~Farewell, <CHARNAME>! As Uncle Scratchy used to say, if you can't join 'em, beat them with a stick of lard.~
@1978   = ~He's in the basement, you say? Yes, I'll go and discover what he knows.~
@1979   = ~I really don't have the time to get involved in this.~
@1980   = ~I'm not going to waste my time running errands for you! Do it yourself. ~
@1981   = ~I think I understand. I'll be back when I've found your uncle.~
@1982   = ~As you wish. We shall leave you to look after your personal affairs. Perhaps we will return in a week or two.~
@1983   = ~I'd rather you not rejoin me at all. There is no place for you in this party.~
@1984   = ~Dabron Sashenstar~
@1985   = ~Please, go and speak with my uncle Gerhardt. Find out what he knows about Jaella's illness. You'll find him in the basement.~ [JANJAN70]
@1986   = ~Who in the blazes are ye? Small noses, rancid smell... hmm... be ye gibberlings?~
@1987   = ~We are friends of your nephew Jan. We're here to discover what you know of Jaella's illness.~
@1988   = ~We are the Gibberlings Three. As merry a band as you ever did see.~
@1989   = ~Pardon me?~
@1990   = ~Quit your rambling, old one, and tell us what you know of Jaella's illness.~
@1991   = ~Wee Janny? Methinks I'd recognize me own nephew.~
@1992   = ~No, no! I'm not Jan, I'm the leader of his party.~
@1993   = ~Aw, Uncle Gerhardt, how could you treat your own nephew so?~
@1994   = ~Come now, Uncle, I am your nephew.~
@1995   = ~Well, I've nary a sausage to feed ye. Have ye come to devour Athkatla?~
@1996   = ~Indeed! It's been quite tasty so far. Listen, we're not here to devour everything. In fact, we'd like to help a little girl named Jaella.~
@1997   = ~No, we haven't. We will devour you if you don't tell us what we need to know.~
@1998   = ~Let us stop this charade. Jan sent us down here to ask you a few questions.~
@1999   = ~Aye, stupid too. Gibberlings fer sure. Well I've nary a sausage to feed ye. Have ye come to devour Athkatla?~
