@81433  = ~试试来拿啊。谅你也不敢。~
@84066  = ~我不会被粘线杀死！~
@84067  = ~这东西真恶心！把它弄掉，把它弄掉，把它弄掉！~ [OH84067]
@84068  = ~到头来，看来蜘蛛女王笑到最后。~
@84069  = ~如果谁有主意，现在就是时候。~
@84070  = ~战斗！全力以赴战斗！~
@84071  = ~别动。我们越挣扎，捆得越紧。~
@84072  = ~用德拉戈米尔的头盔！把我们送回外面！~
@84073  = ~我从没打过更弱的，但每砍一下都变成另外两处越捆越紧。~
@84074  = ~我是行动派，<CHARNAME>。给我些东西来打！~
@84075  = ~那不管用——我们每一个行动都只会让网更紧。~
@84076  = ~德拉戈米尔的头盔——它是我们唯一的机会。我能用它打开一个离开这里的传送门。~
@84077  = ~什么都不做也许能让我们活久点，但这不会让我们摆脱它。~
@84078  = ~该死！我够不到它！还有谁能拿到它？~
@84079  = ~这地方充满魔法的臭味。~
@84080  = ~猜我走运，这到处的灰把我鼻子塞满了。~ [OH84080]
@84081  = ~这里没裹尸布。我们出发吧。~ [OH84081]
@84082  = ~同意。~
@84083  = ~是的，我们出发吧。关于出发，我说的是回去。最好是，一路回安姆。~
@84084  = ~我们越早离开这里越好。~
@84085  = ~等我们得到裹尸布，就去安姆。~ [OH84085]
@84086  = ~你是谁？你在这里做什么？~ [OH84086]
@84087  = ~我是<CHARNAME>。我寻找未验先知的裹尸布。~
@84088  = ~我猜那就是我。<CHARNAME>。现在，你是谁？~
@84089  = ~那关你什么事？~
@84090  = ~觅法师。他们是扎卡拉的魔法师。~ [OH84090]
@84091  = ~她说，“扎卡拉魔法师”。好像这能包括哈瓦尔最伟大的觅法师。~ [OH84091]
@84092  = ~你似乎还活着。这怎么可能？~
@84093  = ~请原谅她。她不习惯面对如此令人惊叹的力量。~
@84094  = ~你似乎还活着。让我纠正这点。~
@84095  = ~你不止对我态度如此不敬。更可恶的是像你这样无知的人，也不能这样愚蠢地威胁哈瓦兰哈里发国最伟大的觅法师。~ [OH84095]
@84096  = ~我们的寿命被延长到远超过普通人，这样我们可以更好地保卫图书馆和……遗骸。~ [OH84096]
@84097  = ~我们到这里多久了，艾克巴？~ [OH84097]
@84098  = ~我只知道要没有你没完没了的抱怨，这就不会显得那么久，迪亚。~ [OH84098]
@84099  = ~哈！艾克巴之箭必中。你是个大牢骚鬼，阿尔-哈菲兹。~ [OH84099]
@84100  = ~那可以理解。很少有人可以直面哈瓦尔的精华而不受影响。~ [OH84100]
@84101  = ~只有傻瓜和狂人认不出我们持有的可怕力量。~ [OH84101]
@84102  = ~这关我们什么事？我们是未验先知的光荣守卫，你这可悲的傻瓜！唯一和我们有关的是在这里发现你的存在意义！~ [OH84102]
@84103  = ~你不认识哈瓦尔哈里发国觅法师首相，威严的迪亚·阿尔-哈菲兹？~ [OH84103]
@84104  = ~原谅我，高贵的先生。我不知道您的名字。~
@84105  = ~这又是哪里的什么首相？~
@84106  = ~迪亚·阿尔-哈菲兹？是塞恩的阿尔-哈菲兹？~
@84107  = ~你还记得之前干掉你的人的长相吗？~
@84108  = ~你胆敢威胁哈瓦尔最伟大的通灵法师？让豺狼啃噬你的尸体吧，你这放肆的无赖！~ [OH84108]
@84109  = ~我是哈瓦尔最伟大的通灵法师！~ [OH84109]
@84110  = ~你根本配不上！艾克巴·阿尔-丁的荣光盖过一切！~ [OH84110]
@84111  = ~哪个骗子敢妄称有任何通灵法师的力量和技艺超越奎斯·拉伊德，就让狗吞了他的舌头吧！~ [OH84111]
@84112  = ~你竟敢把自己和我相提并论，拉伊德？~ [OH84112]
@84113  = ~根本就没得比，艾克巴。你不过是我鞋底的烂泥而已。~ [OH84113]
@84114  = ~那么你就是在我脚底淤泥里蠕动的蛆虫，拉伊德！不对，你根本连那个都算不上——你只配用来喂虫！~ [OH84114]
@84115  = ~伟大而尊贵的通灵法师啊，你们不该争得这么凶。你们显然都是力量强大且技艺精湛的大师。为谁才是最强这类事争执，不是贬低了你们自己吗。~
@84116  = ~如果你们当中有谁愿赏脸指点我上哪儿才能找到未验者的裹尸布，我会很乐意不再打断你们间的争论。~
@84117  = ~你们花了数个世纪，蹲在一座未出生婴儿的陵墓里看守一间早埋了的图书馆，我看你们即使现在没全部变成虫饵，也快成了。~
@84118  = ~什么……？~ [OH84118]
@84119  = ~你是拉斐·阿尔-哈非兹的亲戚吗？他和我曾经一起打过猎。他有那么点自大，但总的来说人不错。~
@84120  = ~从没听说过这个人。~ [OH84120]
@84121  = ~哦。那么我应该不认识你。~
@84122  = ~你的无知让我震惊，迪亚·阿尔-哈非兹。~
@84123  = ~你敢称我无知？~ [OH84123]
@84124  = ~哈！他们对你的名声了如指掌啊，哈非兹！~ [OH84124]
@84125  = ~闭嘴，拉伊德！你这种人的嘴只会玷污我的名字。~ [OH84125]
@84126  = ~什么？我甚至还认得你就是你本来根本配不上的赏赐，你这蠢猪！~ [OH84126]
@84127  = ~不要再这样争论了。你们俩显然都是技艺精湛且力量强大的大师。为谁才是最强这类事争执，不是贬低了你们自己吗。~
@84128  = ~如果你们当中有谁愿赏脸指点我上哪儿才能找到未验者的裹尸布，我会很乐意不再打断你们间的争论。~
@84129  = ~你们两个快歇歇吧。别表现得像小孩似的。~
@84130  = ~你的花言巧语像毒蛇，<PRO_RACE>。没有什么能掩盖艾克巴·阿尔-丁的荣光！~ [OH84130]
@84131  = ~如果你还不闭嘴的话，艾克巴，我就要永远掩埋你了。~ [OH84131]
@84132  = ~你把自己和我相提并论，阿尔-哈非兹？笑死我了！~ [OH84132]
@84133  = ~你们显然都是拥有强大力量的伟人。究竟谁最强最伟大，真的那么重要吗？~
@84134  = ~他可不只是将自己与你相提并论。我听他说他远比你更优秀。~
@84135  = ~你们几个才够可笑。我忍受你们这通废话的耐心已经用完了。~
@84136  = ~你就打算让这只蚊虫来捍卫你的荣誉，艾克巴？虽然花了一番功夫，但你成功让自己的下限降到了新低啊。~ [OH84136]
@84137  = ~凡是有理智的人都不会质疑这一点。~ [OH84137]
@84138  = ~你敢说我丧失理智，哈非兹？~ [OH84138]
@84139  = ~你竟敢嘲弄传奇哈里发王国哈瓦尔最伟大的通灵法师？死上一千零一次吧，你这愚蠢的虫子！~ [OH84139]
@84140  = ~什么？这是真的吗，阿尔-哈非兹？~ [OH84140]
@84141  = ~我没这么说过，艾克巴，但你不能否认这是事实。~ [OH84141]
@84142  = ~这是真的吗，艾克巴？阿尔-哈非兹在你之上？~
@84143  = ~哦。你打算就这样放过他吗，艾克巴？~
@84144  = ~他侮辱了你，伟大的艾克巴。让我来为你惩罚他吧。~
@84145  = ~你这自以为是的杂种，自卫吧！~ [OH84145]
@84146  = ~你们两个，快停下。别表现得像小孩子似的！~ [OH84146]
@84147  = ~你管我们叫小孩，奎斯·拉伊德？你呼出的气里还散发着你妈的奶味呢！~ [OH84147]
@84148  = ~等这一切结束之后，你万分后悔自己说了这番话，你这个贪婪的老兀鹫！~ [OH84148]
@84149  = ~那么你是在自寻死路！~ [OH84149]
@84150  = ~你在寻找未验先知的宝物？~ [OH84150]
@84151  = ~你为了维护我的声誉，如此英勇地舍身而战。我愿意赏赐你一项恩惠作为回报。你想要什么？~ [OH84151]
@84152  = ~我只想探索一下墓地。~
@84153  = ~我想找到出去的路。~
@84154  = ~我想要未验者的裹尸布。~
@84155  = ~我只能满足你一样。~ [OH84155]
@84156  = ~我不想要他的财宝，只想要他的裹尸布。~
@84157  = ~很抱歉，这个我不能给你。我已发誓守护未验先知，阻止任何垂涎他宝物的人靠近。纵然我感谢你在解决其他通灵法师一事上施以援手，但我还是必须连你一起消灭。我对你报以由衷的感激，以及深切的歉意。~ [OH84157]
@84158  = ~我发誓守护未验先知的陵墓，阻止任何人窃取他的宝物。你进入陵墓的理由为何？~ [OH84158]
@84159  = ~这个问题有什么玄机？~
@84160  = ~我在寻找未验者的裹尸布。~
@84161  = ~是的。~
@84162  = ~我是个探险家。我只想了解，在其他文明中，那些受尊敬的死者是如何受人爱戴的。~
@84163  = ~我只是想前去祭拜未验先知与他的母亲。~
@84164  = ~艾克巴在问你问题，小虫。快回答。~ [OH84164]
@84165  = ~真是不幸。得知你的理由后，我不得不阻止你继续前行。确切说来是不能让你再活着了。向你敬拜的神明祈祷吧，<PRO_RACE>。~ [OH84165]
@84166  = ~对不起，<PRO_RACE>。我不能冒险让任何人进入墓穴。快原路返回吧。~ [OH84166]
@84167  = ~我必须拿到未验者的裹尸布。~
@84168  = ~我真的不想回头。~
@84169  = ~一旦拿到裹尸布后，我就会返回的。~
@84170  = ~好吧。~
@84171  = ~我的回答是这个：站一边去，否则就等着被消灭吧。~
@84172  = ~你刚刚犯了最后一个错误，艾克巴。~
@84173  = ~快回你来的地方去吧，孩子。在你和未验先知的安息处之间，站着哈瓦尔最伟大的通灵法师。~ [OH84173]
@84174  = ~你能从这个地方得到的唯有死亡。~ [OH84174]
@84175  = ~无礼的野狗！这番话将是你的遗言！~ [OH84175]
@84176  = ~仅凭我一个人，就有超越繁星数目的手段消灭你。我的力量与拉伊德和阿尔-哈非兹的技艺相结合，就无人能与我们相匹敌。~ [OH84176]
@84177  = ~我会允许你继续前行。但你务必小心。先知的守护者数目众多。并非所有人都如我这般通情达理、待人谦卑又慷慨大度。~ [OH84177]
@84178  = ~恐怕我不能在没拿到裹尸布的情况下就离开。~
@84179  = ~你真的对自己这么有信心？阿尔-哈非兹说你顶多二流水平。~
@84180  = ~我愿意验证一番你这说法。~
@84181  = ~好狗，好狗。你为我而战，表现得好。~ [OH84181]
@84182  = ~谢谢你，奎斯主人。~
@84183  = ~你让我为你而战，也表现不错。~
@84184  = ~赫克塞特~
@84185  = ~要不是我的话，你早就死了。~
@84186  = ~赫克塞特~
@84187  = ~他们说得对。这番争吵令我们有失身份。~ [OH84187]
@84188  = ~你们为何前来此地？~ [OH84188]
@84189  = ~什么？胡说八道！你真的以为这些蠢货能对我构成哪怕丁点威胁？~ [OH84189]
@84190  = ~我来此寻找未验者的裹尸布。~
@84191  = ~威胁可不止一点。~
@84192  = ~不，当然没有。谁有能力威胁伟大的迪亚·阿尔-哈非兹？~
@84193  = ~让我们通过，这样就算我们扯平了。~
@84194  = ~认清楚自己的地位，野狗，否则我不得不惩罚你了。你保证不会喜欢的。~ [OH84194]
@84195  = ~对不起，主人。~
@84196  = ~比起被人称作狗，还有什么更令人不悦的事？我想没有了。~
@84197  = ~想必你同样不会喜欢接下来会发生的事。~
@84198  = ~“主人”？~ [OH84198]
@84199  = ~闭嘴，别露馅……~
@84200  = ~这样好多了。好狗。好极了。~ [OH84200]
@84201  = ~坏狗！坏极了！~ [OH84201]
@84202  = ~阿尔-哈非兹——？你胆敢用称呼我阿尔-哈非兹来贬低伟大的奎斯·拉伊德？你要为自己的冒犯付出代价，你这无知的杂狗！~ [OH84202]
@84203  = ~“奎斯主人”？~ [OH84203]
@84204  = ~我来此是为了支持一位朋友。~
@84205  = ~这个与你无关。~
@84206  = ~他们来此是为了协助我取得未验者的裹尸布。~ [OH84206]
@84207  = ~先假装附和一下……~
@84208  = ~我该如何奖赏你的忠诚表现？~ [OH84208]
@84209  = ~我们想在未验者之墓中自由通行。~
@84210  = ~未验者的裹尸布。~
@84211  = ~你没有我想要的东西。我就要你的命。~
@84212  = ~你想离开？哦不，不，不不不不不不不。那么谁来留下陪伴我呢？~ [OH84212]
@84213  = ~等我探索过墓地后就回来。~
@84214  = ~从其他通灵法师的样子判断，我觉得你应该愿意享受当下的平静与安宁才是。~
@84215  = ~和艾克巴与哈非兹，就像你们过去数世纪来一样。~
@84216  = ~我国的人有这么一种说法：“如果你爱某样东西，就给予它自由。如果不放它走，它就会在掩埋于札哈拉沙漠下的图书馆中，用很可怕的方式杀死你。”~
@84217  = ~你想跟破布作伴？想必你一定找得到其他更好的选择，这座陵墓中可是爬满织工。~ [OH84217]
@84218  = ~我只想要未验者的裹尸布。~
@84219  = ~如果裹尸布你不愿给我的话，不如允许我在陵墓中自由通行吧。~
@84220  = ~把未验者的裹尸布交给我。否则就要付出代价。~
@84221  = ~真是不幸。作为未验先知的荣誉守卫，我不能允许你取得裹尸布。~ [OH84221]
@84222  = ~与我们无关？我们乃未验先知的荣誉守卫，你这可怜的土呆子！探查你来此的理由，乃是我们*唯一*关心的事情。~ [OH84222]
@84223  = ~你的话用在这种无知的乌合之众身上实属浪费。~ [OH84223]
@84224  = ~你……你在违抗我的命令？~ [OH84224]
@84225  = ~恐怕是的。~
@84226  = ~你……你真的没在装蠢吗？~
@84227  = ~恐怕我不能让你阻止我。~
@84228  = ~你能让我探索一下陵墓吗？~
@84229  = ~那么你就没有存在的价值了。实际上，你的价值早在几百年前就消失了。好吧，晚一步总比不做好。~
@84230  = ~哦。那好吧。你去吧，但记得要尽快回来。~ [OH84230]
@84231  = ~你说得有道理。那么好吧，你走吧。但别走太远——有些地方可能会令你不适。~ [OH84231]
@84232  = ~不不不不不不，我不会被你说服的。你最好留在这里，这样我才能好好盯住你。~ [OH84232]
